scheme_name,category
DSP Banking & Financial Services Fund Reg (G),Equity: Sectoral
LIC Banking & Financial Services Fund-Reg (G),Equity: Sectoral
UTI Banking and Financial Services Fund (G),Equity: Sectoral
HDFC Banking and Financial Services Fund Reg (G),Equity: Sectoral
Aditya Birla SL Banking and Financial Services Fund Reg (G),Equity: Sectoral
Nippon India Banking & Financial Services Fund (G),Equity: Sectoral
Sundaram Financial Services Opp Reg (G),Equity: Sectoral
Tata Banking and Financial Services Fund Reg (G),Equity: Sectoral
WhiteOak Capital Banking & Financial Services Fund Reg (G),Equity: Sectoral
Invesco India Financial Services Fund Reg (G),Equity: Sectoral
Kotak Banking & Financial Services Fund Reg (G),Equity: Sectoral
Baroda BNP Paribas Banking and Financial Services Fund (G),Equity: Sectoral
Groww Banking & Financial Services Fund Reg (G),Equity: Sectoral
ICICI Pru Banking and Financial Services Fund Reg (G),Equity: Sectoral
Bandhan Financial Services Fund Reg (G),Equity: Sectoral
Helios Financial Services Fund Reg (G),Equity: Sectoral
Taurus Banking & Financial Services (G),Equity: Sectoral
WhiteOak Capital Digital Bharat Fund Reg (G),Equity: Sectoral
Bank of India Manufacturing and Infrastructure Fund (G),Equity: Sectoral
ICICI Pru Infrastructure Fund Reg (G),Equity: Sectoral
Franklin Build India Fund (G),Equity: Sectoral
UTI Infrastructure Fund (G),Equity: Sectoral
Sundaram Infrastucture Advantage Fund Reg (G),Equity: Sectoral
HDFC Housing Opp Fund Reg (G),Equity: Sectoral
SBI Technology Opportunities Fund Reg (G),Equity: Sectoral
Edelweiss Technology Fund Reg (G),Equity: Sectoral
HDFC Infrastructure Fund (G),Equity: Sectoral
HDFC Pharma and Healthcare Fund Reg (G),Equity: Sectoral
Tata Nifty India Digital E T F FoF (G),Equity: Sectoral
Canara Robeco Infrastructure Fund Reg (G),Equity: Sectoral
Motilal Oswal Digital India Fund Reg (G),Equity: Sectoral
Invesco India Technology Fund Reg (G),Equity: Sectoral
Franklin India Technology Fund (G),Equity: Sectoral
WhiteOak Capital Pharma and Healthcare Fund Reg (G),Equity: Sectoral
Aditya Birla SL Infrastructure Fund Reg (G),Equity: Sectoral
DSP India T.I.G.E.R. Fund Reg (G),Equity: Sectoral
HSBC Financial Services Fund (G),Equity: Sectoral
Motilal Oswal Infrastructure Fund (G),Equity: Sectoral
Baroda BNP Paribas Health and Wellness Fund (G),Equity: Sectoral
ICICI Pru Nifty Private Bank Index Fund (G),Equity: Sectoral
Mahindra Manulife Banking & Financial Services Fund (G),Equity: Sectoral
Bandhan Healthcare Fund (G),Equity: Sectoral
Bajaj Finserv Banking And Financial Services Fund Reg (G),Equity: Sectoral
ICICI Pru Technology Fund (G),Equity: Sectoral
ICICI Pru Pharma Healthcare And Diagnostics Fund (G),Equity: Sectoral
Nippon India Pharma Fund (G),Equity: Sectoral
Aditya Birla SL Pharma & Healthcare Fund (G),Equity: Sectoral
SBI Infrastructure Fund Reg Plan (G),Equity: Sectoral
Taurus Infrastructure Fund (G),Equity: Sectoral
Mirae Asset Healthcare Fund (G),Equity: Sectoral
Kotak Technology Fund Reg (G),Equity: Sectoral
Aditya Birla SL Digital India Fund Reg (G),Equity: Sectoral
HDFC Technology Fund Reg (G),Equity: Sectoral
UTI Healthcare Fund (G),Equity: Sectoral
Kotak Infra & Eco Reform Std (G),Equity: Sectoral
Tata India Pharma & HealthCare Fund Reg Plan (G),Equity: Sectoral
SBI Healthcare Opportunities Fund Reg (G),Equity: Sectoral
PGIM India Healthcare Fund Reg (G),Equity: Sectoral
HSBC Infrastructure Fund Reg (G),Equity: Sectoral
LIC Infrastructure Fund (G),Equity: Sectoral
Bajaj Finserv Healthcare Fund Reg (G),Equity: Sectoral
LIC MF Healthcare Fund (G),Equity: Sectoral
Kotak Healthcare Fund Reg (G),Equity: Sectoral
Tata Infrastructure Fund (G),Equity: Sectoral
Tata Digital India Fund Reg Plan (G),Equity: Sectoral
Quant Infrastructure Fund (G),Equity: Sectoral
DSP Healthcare Fund (G),Equity: Sectoral
Bandhan Infrastructure Fund Reg (G),Equity: Sectoral
Quant Healthcare Fund Reg (G),Equity: Sectoral
Invesco India Infrastructure Fund (G),Equity: Sectoral
ITI Pharma and Healthcare Fund Reg (G),Equity: Sectoral
Quant Teck Fund Reg (G),Equity: Sectoral
HDFC Transportation and Logistics Fund Reg (G),Equity: Thematic
UTI Transportation & Logistics (G),Equity: Thematic
Bandhan Transportation and Logistics Fund Reg (G),Equity: Thematic
DSP Natural Resources & New Energy Reg (G),Equity: Thematic
ICICI Pru Transportation and Logistics Fund Reg (G),Equity: Thematic
SBI Automotive Opportunities Fund Reg (G),Equity: Thematic
ICICI Pru Commodities Fund Reg (G),Equity: Thematic
Groww Nifty India Defence E T F FoF Reg (G),Equity: Thematic
Kotak Transportation & Logistics Fund Reg (G),Equity: Thematic
ICICI Pru Business Cycle Fund Reg (G),Equity: Thematic
Aditya Birla SL Special Opportunities Fund Reg (G),Equity: Thematic
Aditya Birla SL Transportation and Logistics Fund Reg (G),Equity: Thematic
ICICI Pru Rural Opp Fund Reg (G),Equity: Thematic
ICICI Pru India Opportunities Fund (G),Equity: Thematic
SBI PSU Fund Reg (G),Equity: Thematic
SBI Comma Fund Reg (G),Equity: Thematic
Aditya Birla SL PSU Equity Fund Reg (G),Equity: Thematic
Invesco India PSU Equity Fund (G),Equity: Thematic
HDFC Defence Fund Reg (G),Equity: Thematic
ICICI Pru Equity Minimum Variance Fund Reg (G),Equity: Thematic
Aditya Birla SL Quant Fund Reg (G),Equity: Thematic
Mirae Asset ESG Sector Leaders FoF Reg (G),Equity: Thematic
Nippon India Quant Fund (G),Equity: Thematic
Sundaram Services Fund (G),Equity: Thematic
Kotak ESG Exclusionary Strategy Fund Reg (G),Equity: Thematic
Mirae Asset Nifty India Manufacturing E T F FoF Reg (G),Equity: Thematic
ICICI Pru Innovation Fund Reg (G),Equity: Thematic
WhiteOak Capital Special Opportunities Fund Reg (G),Equity: Thematic
Baroda BNP Paribas Energy Opp Fund (G),Equity: Thematic
DSP Quant Fund Reg (G),Equity: Thematic
SBI Quant Fund Reg (G),Equity: Thematic
ICICI Pru Exports and Services Fund Reg (G),Equity: Thematic
Tata Resources & Energy Fund Reg Plan (G),Equity: Thematic
ICICI Pru Manufacturing Fund Reg (G),Equity: Thematic
ICICI Pru Thematic Advantage Fund (FOF) (G),Equity: Thematic
Kotak Manufacture in India Fund Reg (G),Equity: Thematic
Mahindra Manulife Business Cycle Fund Reg (G),Equity: Thematic
360 One Quant Fund Reg (G),Equity: Thematic
Baroda BNP Paribas Manufacturing Fund Reg (G),Equity: Thematic
ICICI Pru PSU Equity Fund Reg (G),Equity: Thematic
WhiteOak Capital ESG Best-In-Class Strategy Fund Reg (G),Equity: Thematic
ICICI Pru Housing Opp Fund (G),Equity: Thematic
Aditya Birla SL ESG Integration Strategy Fund Reg (G),Equity: Thematic
Kotak Quant Fund Reg (G),Equity: Thematic
ICICI Pru Quant Fund Reg (G),Equity: Thematic
Kotak MNC Fund Reg (G),Equity: Thematic
SBI ESG Exclusionary Strategy Fund Reg (G),Equity: Thematic
Kotak Pioneer Fund (G),Equity: Thematic
DSP Business Cycle Fund Reg (G),Equity: Thematic
ICICI Pru Energy Opportunities Fund Reg (G),Equity: Thematic
Kotak Business Cycle Fund Reg (G),Equity: Thematic
HDFC Manufacturing Fund Reg (G),Equity: Thematic
Aditya Birla SL Business Cycle Fund Reg(G),Equity: Thematic
Bandhan Innovation Fund Reg (G),Equity: Thematic
Baroda BNP Paribas Dividend Yield Fund Reg (G),Equity: Thematic
Bank of India Consumption Fund Reg (G),Equity: Thematic
Franklin India Opportunities Fund (G),Equity: Thematic
Axis ESG Integration Strategy Fund Reg (G),Equity: Thematic
Union Business Cycle Fund Reg (G),Equity: Thematic
Bandhan Business Cycle Fund Reg (G),Equity: Thematic
SBI Equity Minimum Variance Fund Reg (G),Equity: Thematic
Axis Business Cycles Fund Reg (G),Equity: Thematic
Aditya Birla SL Consumption Fund Reg (G),Equity: Thematic
ICICI Pru ESG Exclusionary Strategy Fund Reg (G),Equity: Thematic
Quant Quantamental Fund Reg (G),Equity: Thematic
ICICI Pru MNC Fund Reg (G),Equity: Thematic
UTI India Consumer Fund (G),Equity: Thematic
Nippon India Innovation Fund Reg (G),Equity: Thematic
Mahindra Manulife Manufacturing Fund Reg (G),Equity: Thematic
Axis Innovation Fund Reg (G),Equity: Thematic
UTI MNC Fund (G),Equity: Thematic
Axis India Manufacturing Fund Reg (G),Equity: Thematic
UTI Quant Fund Reg (G),Equity: Thematic
Mirae Asset Nifty EV and New Age Automotive E T F,Equity: Thematic
Axis Consumption Fund Reg (G),Equity: Thematic
HDFC Business Cycle Fund Reg (G),Equity: Thematic
Axis Quant Fund Reg (G),Equity: Thematic
Aditya Birla SL Conglomerate Reg (G),Equity: Thematic
Canara Robeco Consumer Trends Fund Reg.plan (G),Equity: Thematic
Baroda BNP Paribas Innovation Fund Reg (G),Equity: Thematic
Baroda BNP Paribas Business Cycle Fund Reg (G),Equity: Thematic
Kotak Consumption Fund Reg (G),Equity: Thematic
SBI Energy Opportunities Fund Reg (G),Equity: Thematic
WhiteOak Capital Quality Equity Fund Reg (G),Equity: Thematic
Aditya Birla SL Manufacturing Equity Fund Reg (G),Equity: Thematic
Edelweiss Business Cycle Fund Reg (G),Equity: Thematic
Mirae Asset Great Consumer Fund Reg (G),Equity: Thematic
Motilal Oswal Business Cycle Fund Reg (G),Equity: Thematic
HDFC Non-Cyclical Consumer Fund Reg (G),Equity: Thematic
HSBC Consumption Fund Reg (G),Equity: Thematic
Tata Business Cycle Fund Reg (G),Equity: Thematic
Groww Nifty EV & New Age Automotive E T F FOF Reg (G),Equity: Thematic
HDFC MNC Fund Reg (G),Equity: Thematic
Mahindra Manulife Consumption Fund Reg (G),Equity: Thematic
Baroda BNP Paribas India Consumption Fund Reg (G),Equity: Thematic
HSBC India Export Opportunities Fund Reg (G),Equity: Thematic
Quantum ESG Best in Class Strategy Fund (G),Equity: Thematic
Tata India Consumer Fund Reg Plan (G),Equity: Thematic
Sundaram Business Cycle Fund Reg (G),Equity: Thematic
Tata Housing Opportunities Fund Reg (G),Equity: Thematic
Canara Robeco Manufacturing Fund Reg (G),Equity: Thematic
ICICI Pru Bharat Consumption Fund (G),Equity: Thematic
Nippon India Consumption Fund (G),Equity: Thematic
HSBC Business Cycles Fund (G),Equity: Thematic
Quant Momentum Fund Reg (G),Equity: Thematic
Edelweiss Consumption Fund (G),Equity: Thematic
Motilal Oswal Innovation Opp Fund (G),Equity: Thematic
Nippon India Active Momentum Fund Reg (G),Equity: Thematic
Invesco India Business Cycle Fund (G),Equity: Thematic
ITI Bharat Consumption Fund Reg (G),Equity: Thematic
Motilal Oswal Active Momentum Fund Reg (G),Equity: Thematic
ICICI Pru Nifty EV & New Age Automotive E T F FoF (G),Equity: Thematic
Kotak Energy Opportunities Fund Reg (G),Equity: Thematic
ICICI Pru Quality Fund Reg (G),Equity: Thematic
Motilal Oswal Services Fund (G),Equity: Thematic
Groww Nifty India Internet E T F FoF Reg (G),Equity: Thematic
HDFC Innovation Fund (G),Equity: Thematic
Sundaram Multi-Factor Fund (G),Equity: Thematic
Nippon India MNC Fund (G),Equity: Thematic
ICICI Pru Active Momentum Fund (G),Equity: Thematic
Axis Services Opportunities Fund (G),Equity: Thematic
Bandhan Multi-Factor Fund (G),Equity: Thematic
Quant Manufacturing Fund Reg IDCW Reinv,Equity: Thematic
Motilal Oswal Special Opportunities Fund Reg (G),Equity: Thematic
Kotak Active Momentum Fund (G),Equity: Thematic
Mirae Asset Multi Factor Passive FOF (G),Equity: Thematic
Baroda BNP Paribas Business Conglomerates Fund Reg (G),Equity: Thematic
The Wealth Company Ethical Fund Reg (G),Equity: Thematic
ICICI Pru Conglomerate Fund Reg (G),Equity: Thematic
Invesco India Consumption Fund (G),Equity: Thematic
Motilal Oswal Consumption Fund (G),Equity: Thematic
LIC MF Consumption Fund Reg (G),Equity: Thematic
Franklin India Multi-Factor Fund Reg (G),Equity: Thematic
Kotak Rural Opportunities Fund (G),Equity: Thematic
Mirae Asset Infrastructure Fund (G),Equity: Thematic
Groww Nifty Capital Markets E T F FoF (G),Equity: Thematic
Union Consumption Fund (G),Equity: Thematic
LIC MF Manufacturing Fund Reg (G),Equity: Thematic
Quant ESG Integration Strategy Fund Reg (G),Equity: Thematic
Sundaram Consumption Fund Reg (G),Equity: Thematic
Tata India Innovation Fund Reg (G),Equity: Thematic
Tata Ethical Fund Reg (G),Equity: Thematic
Aditya Birla SL MNC Fund Reg (G),Equity: Thematic
Axis Momentum Fund Reg (G),Equity: Thematic
Union Innovation & Opportunities Fund Reg (G),Equity: Thematic
Kotak Special Opportunities Fund Reg (G),Equity: Thematic
Nippon India Power & Infra Fund (G),Equity: Thematic
Taurus Ethical Fund (G),Equity: Thematic
Motilal Oswal Quant Fund Reg (G),Equity: Thematic
Invesco India ESG Integration Strategy Fund Reg (G),Equity: Thematic
SBI Innovative Opportunities Fund Reg (G),Equity: Thematic
Motilal Oswal Manufacturing Fund Reg (G),Equity: Thematic
Quantum Ethical Fund Reg (G),Equity: Thematic
Invesco India Manufacturing Fund Reg (G),Equity: Thematic
Bajaj Finserv Consumption Fund Reg (G),Equity: Thematic
SBI Consumption Opportunities Fund (G),Equity: Thematic
SBI MNC Fund Reg (G),Equity: Thematic
Quant Commodities Fund Reg (G),Equity: Thematic
Bank of India Business Cycle Fund Reg (G),Equity: Thematic
Quant PSU Fund Reg (G),Equity: Thematic
Samco Special Opportunities Fund Reg (G),Equity: Thematic
ICICI Pru FMCG Fund (G),Equity: Thematic
UTI Innovation Fund Reg (G),Equity: Thematic
Quant Business Cycle Fund Reg (G),Equity: Thematic
Union Active Momentum Fund Reg (G),Equity: Thematic
Shriram Multi Sector Rotation Fund Reg (G),Equity: Thematic
Quant Manufacturing Fund Reg (G),Equity: Thematic
Quant Consumption Fund Reg (G),Equity: Thematic
Samco Active Momentum Fund Reg (G),Equity: Thematic
DSP Credit Risk Fund Reg (G),Debt: Credit Risk
HSBC Credit Risk Fund (G),Debt: Credit Risk
Aditya Birla SL Credit Risk Fund (G),Debt: Credit Risk
Bank of India Credit Risk Fund Reg (G),Debt: Credit Risk
ICICI Pru Credit Risk Fund Reg (G),Debt: Credit Risk
Invesco India Credit Risk Fund Reg (G),Debt: Credit Risk
Nippon India Credit Risk Fund (G),Debt: Credit Risk
Kotak Credit Risk Fund (G),Debt: Credit Risk
Axis Credit Risk Fund (G),Debt: Credit Risk
Baroda BNP Paribas Credit Risk Fund Plan A (G),Debt: Credit Risk
HDFC Credit Risk Debt Fund Reg (G),Debt: Credit Risk
SBI Credit Risk Fund Reg (G),Debt: Credit Risk
UTI Credit Risk Fund (G),Debt: Credit Risk
Bandhan Credit Risk Fund Reg (G),Debt: Credit Risk
ICICI Pru Focused Equity Fund Reg (G),Equity: Focused
Kotak Focused Fund (G),Equity: Focused
SBI Focused Fund Reg (G),Equity: Focused
HDFC Focused Fund (G),Equity: Focused
Aditya Birla SL Focused Fund Reg (G),Equity: Focused
ITI Focused Fund Reg (G),Equity: Focused
Nippon India Focused Fund (G),Equity: Focused
Old Bridge Focused Fund Reg (G),Equity: Focused
DSP Focused Fund Reg Fund (G),Equity: Focused
Canara Robeco Focused Fund Reg (G),Equity: Focused
Franklin India Focused Equity Fund (G),Equity: Focused
Edelweiss Focused Fund Reg (G),Equity: Focused
Mahindra Manulife Focused Fund Reg (G),Equity: Focused
UTI Focused Fund (G),Equity: Focused
HSBC Focused Fund Reg (G),Equity: Focused
Baroda BNP Paribas Focused Fund Reg (G),Equity: Focused
Axis Focused Fund Reg (G),Equity: Focused
Tata Focused Fund Reg (G),Equity: Focused
360 One Focused Fund (G),Equity: Focused
Sundaram Focused Fund Reg (G),Equity: Focused
Mirae Asset Focused Fund Reg (G),Equity: Focused
JM Focused Fund (G),Equity: Focused
Union Focused Fund (G),Equity: Focused
Bandhan Focused Fund Reg (G),Equity: Focused
Motilal Oswal Focused Fund Reg (G),Equity: Focused
LIC MF Focused Fund Reg (G),Equity: Focused
Quant Focused fund (G),Equity: Focused
Invesco India Focused Fund Reg (G),Equity: Focused
Axis Nifty500 Value 50 Index Fund Reg (G),Equity: Value
ICICI Pru Value Fund (G),Equity: Value
DSP Value Fund Reg (G),Equity: Value
HDFC Value Fund (G),Equity: Value
HSBC Value Fund (G),Equity: Value
Groww Value Fund Reg (G),Equity: Value
UTI Value Fund (G),Equity: Value
Sundaram Value Fund Reg (G),Equity: Value
Union Value Fund (G),Equity: Value
Nippon India Value Fund (G),Equity: Value
Templeton India Value Fund (G),Equity: Value
Axis Value Fund Reg (G),Equity: Value
Tata Value Fund Reg (G),Equity: Value
ITI Value Fund Reg (G),Equity: Value
Bandhan Value Fund Reg (G),Equity: Value
Canara Robeco Value Fund Reg (G),Equity: Value
Quantum Value Fund Plan (G),Equity: Value
Aditya Birla SL Value Fund Reg (G),Equity: Value
Baroda BNP Paribas Value Fund Reg (G),Equity: Value
Mahindra Manulife Value Fund Reg (G),Equity: Value
Quant Value Fund Reg (G),Equity: Value
JM Value Fund (G),Equity: Value
LIC MF Value Fund (G),Equity: Value
ICICI Pru Retirement Fund Pure Equity Plan (G),Solution: Retirement Equity
Aditya Birla SL Retirement Fund 30s Plan (G),Solution: Retirement Equity
Union Retirement Fund Reg (G),Solution: Retirement Equity
Baroda BNP Paribas Retirement Fund Reg (G),Solution: Retirement Equity
Aditya Birla SL Retirement Fund 40s Plan (G),Solution: Retirement Equity
SBI Retirement Benefit Fund Aggressive Hybrid Reg (G),Solution: Retirement Equity
HDFC Retirement Savings Fund Equity Plan Reg (G),Solution: Retirement Equity
Axis Retirement Fund Aggressive Plan (G),Solution: Retirement Equity
SBI Retirement Benefit Fund Aggressive Reg (G),Solution: Retirement Equity
Nippon India Retirement Fund Wealth Creation Scheme (G),Solution: Retirement Equity
PGIM India Retirement Fund Reg (G),Solution: Retirement Equity
Tata Retirement Savings Fund Moderate (G),Solution: Retirement Equity
Tata Retirement Savings Fund Progresive (G),Solution: Retirement Equity
HDFC Flexi Cap Fund Reg (G),Equity: Flexi Cap
Kotak Flexi Cap Fund Reg (G),Equity: Flexi Cap
Aditya Birla SL Flexi Cap Fund Reg (G),Equity: Flexi Cap
ICICI Pru Flexicap Fund Reg (G),Equity: Flexi Cap
Mirae Asset Flexi Cap Fund Reg (G),Equity: Flexi Cap
Bandhan Flexi Cap Fund Reg (G),Equity: Flexi Cap
Edelweiss Flexi Cap Fund Reg (G),Equity: Flexi Cap
ICICI Pru Diversified Equity All Cap Omni FOF (G),Equity: Flexi Cap
Canara Robeco Flexi Cap Fund (G),Equity: Flexi Cap
Tata Flexi Cap Fund (G),Equity: Flexi Cap
Sundaram Flexi Cap Fund Reg (G),Equity: Flexi Cap
Quantum Diversified Equity All Cap Active FOF Reg (G),Equity: Flexi Cap
Helios Flexi Cap Fund Reg (G),Equity: Flexi Cap
Bajaj Finserv Flexi Cap Fund Reg (G),Equity: Flexi Cap
WhiteOak Capital Flexi Cap Fund (G),Equity: Flexi Cap
Parag Parikh Flexi Cap Fund Reg (G),Equity: Flexi Cap
Axis Multi Factor Passive FoF Reg (G),Equity: Flexi Cap
Mahindra Manulife Flexi Cap Fund Reg (G),Equity: Flexi Cap
Nippon India Diversified Equity Flexicap Passive FoF Reg (G),Equity: Flexi Cap
PGIM India Flexi Cap Fund (G),Equity: Flexi Cap
ITI Flexi Cap Fund Reg (G),Equity: Flexi Cap
Union Flexi Cap Fund (G),Equity: Flexi Cap
Franklin India Flexi Cap Fund (G),Equity: Flexi Cap
SBI Flexi Cap Fund Reg (G),Equity: Flexi Cap
DSP Flexi Cap Fund Reg (G),Equity: Flexi Cap
Axis Flexi cap Fund (G),Equity: Flexi Cap
NAVI Flexi Cap Fund (G),Equity: Flexi Cap
HSBC Flexi Cap Fund Reg (G),Equity: Flexi Cap
Nippon India Flexi Cap Fund Reg (G),Equity: Flexi Cap
Baroda BNP Paribas Flexi Cap Fund Reg (G),Equity: Flexi Cap
Invesco India Flexi Cap Fund Reg (G),Equity: Flexi Cap
Motilal Oswal Flexi Cap Fund Reg (G),Equity: Flexi Cap
UTI Flexi Cap Fund Reg (G),Equity: Flexi Cap
Bank of India Flexi Cap Fund Reg (G),Equity: Flexi Cap
360 One Flexi Cap Fund Reg (G),Equity: Flexi Cap
LIC Flexi Cap Fund (G),Equity: Flexi Cap
Trust Flexi Cap Fund Reg (G),Equity: Flexi Cap
Groww Nifty 500 Momentum 50 E T F FoF (G),Equity: Flexi Cap
Unifi Flexi Cap Fund (G),Equity: Flexi Cap
Capitalmind Flexi Cap Fund Reg (G),Equity: Flexi Cap
HDFC Diversified Equity All Cap Active FoF Reg (G),Equity: Flexi Cap
The Wealth Company Flexi Cap Fund Reg (G),Equity: Flexi Cap
Angel One Nifty Total Market Momentum Quality 50 Index Fund (G),Equity: Flexi Cap
Abakkus Flexi Cap Fund (G),Equity: Flexi Cap
Shriram Flexi Cap Fund Reg (G),Equity: Flexi Cap
Quant Flexi Cap Fund (G),Equity: Flexi Cap
Taurus Flexi Cap Fund (G),Equity: Flexi Cap
NJ Flexi Cap Fund Reg (G),Equity: Flexi Cap
JM Flexi Cap Fund (G),Equity: Flexi Cap
Samco Flexi Cap Fund Reg (G),Equity: Flexi Cap
Axis US Specific Treasury Dynamic Debt Passive E T F FoF Reg (G),Debt: Medium to Long Duration
Aditya Birla SL US Treasury 3-10 year Bond E T F FoF Reg (G),Debt: Medium to Long Duration
DSP US Specific Debt Passive FoF Reg (G),Debt: Medium to Long Duration
Aditya Birla SL CRISIL IBX Gilt Apr 2029 Index Fund Reg (G),Debt: Medium to Long Duration
Tata Nifty G-Sec Dec 2029 Index Fund Reg (G),Debt: Medium to Long Duration
Aditya Birla SL CRISIL IBX AAA Financial Services Index-Sep 2027 Fund Reg (G),Debt: Medium to Long Duration
Aditya Birla SL CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund Reg (G),Debt: Medium to Long Duration
DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund Reg (G),Debt: Medium to Long Duration
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund Reg (G),Debt: Medium to Long Duration
HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund Reg (G),Debt: Medium to Long Duration
ICICI Pru Nifty SDL Dec 2028 Index Fund Reg (G),Debt: Medium to Long Duration
Axis CRISIL IBX 50:50 Gilt Plus SDL Jun 2028 Index Fund Reg (G),Debt: Medium to Long Duration
Axis CRISIL IBX SDL May 2027 Index Fund Reg (G),Debt: Medium to Long Duration
PGIM India CRISIL IBX Gilt Index Apr 2028 Fund Reg (G),Debt: Medium to Long Duration
Mirae Asset Nifty SDL Jun 2027 Index Fund (G),Debt: Medium to Long Duration
ICICI Pru Nifty SDL Sep 2027 Index Fund (G),Debt: Medium to Long Duration
DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund Reg (G),Debt: Medium to Long Duration
Aditya Birla SL Nifty SDL Sep 2027 Index Fund Reg (G),Debt: Medium to Long Duration
Axis CRISIL IBX 50:50 Gilt Plus SDL Sep 2027 Index Fund Reg (G),Debt: Medium to Long Duration
Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund Reg (G),Debt: Medium to Long Duration
Edelweiss NIFTY PSU Bond Plus SDL Index Fund 2027 Reg (G),Debt: Medium to Long Duration
Nippon India Nifty AAA CPSE Bond Plus SDL Apr 2027 Maturity 60:40 Index Fund Reg (G),Debt: Medium to Long Duration
Tata Nifty SDL Plus AAA PSU Bond Dec 2027 60:40 Index Fund (G),Debt: Medium to Long Duration
Mirae Asset Nifty SDL Jun 2028 Index Fund Reg (G),Debt: Medium to Long Duration
Axis Nifty SDL Sep 2026 Debt Index Fund Reg (G),Debt: Medium to Long Duration
Aditya Birla SL CRISIL IBX Gilt Apr 2028 Index Fund Reg (G),Debt: Medium to Long Duration
Aditya Birla SL Nifty SDL Apr 2027 Index Fund Reg (G),Debt: Medium to Long Duration
SBI CPSE Bond Plus SDL Sep 2026 50 50 Index Fund Reg (G),Debt: Medium to Long Duration
Edelweiss BHARAT Bond FOF April 2030 (G),Debt: Medium to Long Duration
ICICI Pru Nifty SDL Sep 2026 Index Fund Reg (G),Debt: Medium to Long Duration
ICICI Pru Diversified Debt Strategy Active FOF (G),Debt: Medium to Long Duration
Edelweiss BHARAT Bond FOF April 2031 (G),Debt: Medium to Long Duration
Tata Nifty G-Sec Dec 2026 Index Fund Reg (G),Debt: Medium to Long Duration
Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 5050 Index Fund Reg (G),Debt: Medium to Long Duration
Aditya Birla SL CRISIL IBX Gilt Apr 2033 Index Fund Reg (G),Debt: Medium to Long Duration
Edelweiss BHARAT Bond E T F FOF April 2033 Reg (G),Debt: Medium to Long Duration
Edelweiss BHARAT Bond E T F FOF April 2032 (G),Debt: Medium to Long Duration
Aditya Birla SL CRISIL IBX 60:40 SDL + AAA PSU Apr 2026 Index Fund Reg (G),Debt: Medium to Long Duration
Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 E T F FOF Reg (G),Debt: Medium to Long Duration
DSP CRISIL-IBX 50:50 Gilt Plus SDL April 2033 Index Fund Reg (G),Debt: Medium to Long Duration
Franklin India Medium to Long Duration Fund Reg (G),Debt: Medium to Long Duration
ICICI Pru Bond Fund (G),Debt: Medium to Long Duration
JM Medium to Long Duration Fund Reg (G),Debt: Medium to Long Duration
LIC MF Medium to Long Duration Fund (G),Debt: Medium to Long Duration
SBI M Income Fund Reg (G),Debt: Medium to Long Duration
UTI Medium to Long Duration Fund (G) Reg,Debt: Medium to Long Duration
HDFC Income Fund (G),Debt: Medium to Long Duration
HSBC Medium to Long Duration Fund (G),Debt: Medium to Long Duration
Kotak Bond Regular Plan (G),Debt: Medium to Long Duration
Aditya Birla SL Income Fund Reg (G),Debt: Medium to Long Duration
Nippon India Medium to Long Duration Fund (G),Debt: Medium to Long Duration
Canara Robeco Income Fund Reg (G),Debt: Medium to Long Duration
Bandhan Medium to Long Duration Fund (G),Debt: Medium to Long Duration
ICICI Pru Retirement Fund Hybrid Aggressive Plan (G),Solution: Retirement Hybrid
Bandhan Retirement Fund Reg (G),Solution: Retirement Hybrid
Aditya Birla SL Medium Term Plan Reg (G),Debt: Medium Duration
Nippon India Medium Duration Fund (G),Debt: Medium Duration
ICICI Pru Medium Term Bond (G),Debt: Medium Duration
Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund Reg (G),Debt: Medium Duration
Kotak Medium Term Fund (G),Debt: Medium Duration
Nippon India Nifty SDL Plus G-Sec Jun 2029 Maturity 70:30 Index Fund Reg (G),Debt: Medium Duration
Axis Strategic Bond Fund (G),Debt: Medium Duration
Kotak Nifty SDL Apr 2027 Top 12 Equal Weight Index Fund Reg (G),Debt: Medium Duration
Nippon India Nifty SDL Plus G-Sec Jun 2028 Maturity 70:30 Index Fund Reg (G),Debt: Medium Duration
HDFC NIFTY SDL Plus G-Sec Jun 2027 40:60 Index Fund Reg (G),Debt: Medium Duration
Baroda BNP Paribas Nifty SDL Dec 2028 Index Fund Reg (G),Debt: Medium Duration
Invesco India Nifty G-sec Jul 2027 Index Fund Reg (G),Debt: Medium Duration
SBI CRISIL IBX SDL Index September 2027 Fund Reg (G),Debt: Medium Duration
Bandhan CRISIL IBX 90:10 SDL Plus Gilt-Sep 2027 Index Fund Reg (G),Debt: Medium Duration
ICICI Pru Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund (G),Debt: Medium Duration
